passport_id,region,revenue,group
141964842,Новосибирск,660,1
134646423,Новосибирск,144,1
137023935,Новосибирск,175,0
140210847,Новосибирск,387,1
124660632,Новосибирск,454,1
133459517,Новосибирск,157,1
136840157,Новосибирск,270,1
135955667,Новосибирск,1032,1
133012169,Новосибирск,3954,1
141682289,Новосибирск,175,0
141829715,Новосибирск,1002,1
133533345,Новосибирск,4456,0
140712725,Новосибирск,175,0
123507114,Новосибирск,4595,0
129609593,Новосибирск,2589,0
143106544,Новосибирск,350,0
137110371,Новосибирск,2070,1
124140416,Новосибирск,900,0
124081990,Новосибирск,1032,1
123585003,Новосибирск,825,1
140038968,Новосибирск,1355,0
140526997,Новосибирск,2295,0
125768689,Новосибирск,320,0
132513792,Новосибирск,309,1
128981237,Новосибирск,157,1
137748325,Новосибирск,1548,1
141046017,Новосибирск,984,1
141050985,Новосибирск,3870,0
133905703,Новосибирск,172,0
126623291,Новосибирск,5095,1
132689176,Новосибирск,157,1
134909913,Новосибирск,4504,1
140156281,Новосибирск,157,1
138095715,Новосибирск,822,1
124511086,Новосибирск,157,1
134125999,Новосибирск,157,1
141047471,Новосибирск,193,1
133881275,Новосибирск,3816,0
129766767,Новосибирск,350,0
137553525,Новосибирск,3019,0
135936163,Новосибирск,430,0
138691246,Новосибирск,150,0
133420615,Новосибирск,1848,1
128608859,Новосибирск,1720,0
141128563,Новосибирск,1032,1
136919963,Новосибирск,315,1
131949983,Новосибирск,157,1
134803121,Новосибирск,1062,1
141114113,Новосибирск,1010,0
135937805,Новосибирск,1945,0
134019271,Новосибирск,175,0
141879525,Новосибирск,2599,0
133322207,Новосибирск,144,1
131995803,Новосибирск,505,0
138534034,Новосибирск,936,1
140580389,Новосибирск,309,1
132002883,Новосибирск,25320,0
142897112,Новосибирск,175,0
142474870,Новосибирск,175,0
140563773,Новосибирск,300,0
141631541,Новосибирск,3944,1
134637443,Новосибирск,175,0
127747713,Новосибирск,13425,0
135875323,Новосибирск,157,1
142376430,Новосибирск,330,0
134813469,Новосибирск,1128,1
123522117,Новосибирск,175,0
124668747,Новосибирск,470,0
142830716,Новосибирск,2252,1
132759054,Новосибирск,885,0
142286962,Новосибирск,1770,0
132944111,Новосибирск,1548,1
133052355,Новосибирск,450,1
142191494,Новосибирск,1230,1
133220157,Новосибирск,770,0
141328689,Новосибирск,297,1
128063003,Новосибирск,525,0
143145940,Новосибирск,297,1
142094256,Новосибирск,315,1
141098897,Новосибирск,3290,0
123681550,Новосибирск,1290,0
138688700,Новосибирск,2589,1
134090383,Новосибирск,157,1
143034126,Новосибирск,157,1
123467123,Новосибирск,184,1
142716892,Новосибирск,387,1
126179901,Новосибирск,3162,1
125865075,Новосибирск,10595,1
135840183,Новосибирск,3445,0
142774872,Новосибирск,1260,1
123675198,Новосибирск,580,1
137693381,Новосибирск,1540,1
136049857,Новосибирск,1720,1
124546778,Новосибирск,1790,0
135829511,Новосибирск,157,1
142981770,Новосибирск,660,1
123520145,Новосибирск,430,0
141796539,Новосибирск,500,0
140281145,Новосибирск,225,1
140745305,Новосибирск,172,0
124060285,Новосибирск,1032,1
129903167,Новосибирск,320,0
140867937,Новосибирск,154,1
142359270,Новосибирск,225,1
133518941,Новосибирск,1180,0
140903371,Новосибирск,175,0
135052527,Новосибирск,154,1
125894325,Новосибирск,144,1
134536795,Новосибирск,157,1
140516295,Новосибирск,540,1
136151219,Новосибирск,1032,1
133285285,Новосибирск,157,1
124395548,Новосибирск,900,1
140288377,Новосибирск,350,0
135764499,Новосибирск,1075,0
141499953,Новосибирск,525,0
137894233,Новосибирск,1290,0
135365203,Новосибирск,531,1
125357242,Новосибирск,300,0
142153628,Новосибирск,470,0
133166231,Новосибирск,157,1
135775139,Новосибирск,297,1
133812789,Новосибирск,144,1
138215301,Новосибирск,3040,0
124625157,Новосибирск,300,0
141486011,Новосибирск,10989,1
142832264,Новосибирск,297,1
140836123,Новосибирск,2235,0
140630265,Новосибирск,175,0
123708184,Новосибирск,4480,0
136122395,Новосибирск,297,1
123786193,Новосибирск,215,0
132976037,Новосибирск,10750,0
133178681,Новосибирск,3290,1
135172657,Новосибирск,1745,0
137090223,Новосибирск,1578,1
140822741,Новосибирск,9284,0
123897681,Новосибирск,450,0
137253765,Новосибирск,297,1
123634248,Новосибирск,135,1
123562909,Новосибирск,860,0
142277168,Новосибирск,225,1
141571303,Новосибирск,1068,1
138321611,Новосибирск,580,1
143072746,Новосибирск,3610,1
127031853,Новосибирск,1728,1
143063768,Новосибирск,1330,0
141931469,Новосибирск,423,1
140550169,Новосибирск,835,0
140063814,Новосибирск,1785,1
138439342,Новосибирск,945,0
137439053,Новосибирск,525,0
133996829,Новосибирск,720,0
129865403,Новосибирск,350,0
123692717,Новосибирск,645,0
135371589,Новосибирск,558,1
136374513,Новосибирск,144,1
136404647,Новосибирск,144,1
134053019,Новосибирск,157,1
132781248,Новосибирск,350,0
126194537,Новосибирск,1800,1
141259091,Новосибирск,175,0
123711413,Новосибирск,387,1
137559855,Новосибирск,1548,1
143106458,Новосибирск,320,0
141280759,Новосибирск,175,0
143112182,Новосибирск,430,0
138086233,Новосибирск,330,0
125310022,Новосибирск,3250,0
140255285,Новосибирск,860,0
135006043,Новосибирск,780,0
134527703,Новосибирск,157,1
136138907,Новосибирск,505,0
138086271,Новосибирск,12500,1
123619489,Новосибирск,700,0
131998307,Новосибирск,2173,0
138238007,Новосибирск,1057,0
142099330,Новосибирск,330,0
123917764,Новосибирск,675,1
135619335,Новосибирск,175,0
140722921,Новосибирск,3075,1
133018099,Новосибирск,1435,0
123709255,Новосибирск,1980,1
142180540,Новосибирск,205,0
141060315,Новосибирск,270,1
136929149,Новосибирск,330,0
137516309,Новосибирск,531,1
133829479,Новосибирск,630,0
137159395,Новосибирск,297,1
135902791,Новосибирск,157,1
142758910,Новосибирск,1236,1
137570907,Новосибирск,1584,1
133880447,Новосибирск,175,0
138403694,Новосибирск,175,0
132499914,Новосибирск,470,0
141431857,Новосибирск,4065,1
123534927,Новосибирск,822,1
142681646,Новосибирск,315,1
143016224,Новосибирск,351,1
134965243,Новосибирск,660,1
132780872,Новосибирск,577,1
131571719,Новосибирск,1070,0
133965957,Новосибирск,160,0
138352246,Новосибирск,990,0
137005157,Новосибирск,2611,0
140932809,Новосибирск,193,1
136146305,Новосибирск,750,0
123696969,Новосибирск,160,0
140952173,Новосибирск,157,1
134765145,Новосибирск,430,0
138710010,Новосибирск,432,1
133426367,Новосибирск,350,0
123582562,Новосибирск,1290,1
123846011,Новосибирск,1970,0
124770988,Новосибирск,9416,1
133066887,Новосибирск,350,0
132245006,Новосибирск,175,0
129415937,Новосибирск,472,1
124151250,Новосибирск,193,1
143003388,Новосибирск,635,0
142606544,Новосибирск,369,1
136599745,Новосибирск,193,1
135853075,Новосибирск,1290,0
140293939,Новосибирск,157,1
130837411,Новосибирск,640,0
135485669,Новосибирск,4025,1
123502628,Новосибирск,157,1
135848575,Новосибирск,876,1
142273492,Новосибирск,4630,0
136404955,Новосибирск,157,1
138529768,Новосибирск,785,0
126347853,Новосибирск,645,0
137071715,Новосибирск,580,1
125814113,Новосибирск,2150,0
127755283,Новосибирск,315,1
135048221,Новосибирск,6694,1
142511416,Новосибирск,860,0
141020863,Новосибирск,4708,0
137620835,Новосибирск,640,0
124638918,Новосибирск,1422,1
140239623,Новосибирск,157,1
127903637,Новосибирск,405,1
133496707,Новосибирск,585,1
134815481,Новосибирск,2173,0
143040270,Новосибирск,680,0
140225755,Новосибирск,175,0
143050430,Новосибирск,785,0
127201307,Новосибирск,160,0
133746435,Новосибирск,423,1
123978847,Новосибирск,28895,0
132004361,Новосибирск,900,1
132944351,Новосибирск,660,0
125621139,Новосибирск,157,1
140144579,Новосибирск,430,0
129901565,Новосибирск,184,1
134879689,Новосибирск,785,0
125609723,Новосибирск,860,0
131212881,Новосибирск,350,0
124959888,Новосибирск,157,1
140664799,Новосибирск,160,0
138424900,Новосибирск,531,1
142372154,Новосибирск,955,0
140837477,Новосибирск,157,1
133145351,Новосибирск,5825,1
124117714,Новосибирск,387,1
123720531,Новосибирск,1440,1
142460372,Новосибирск,2580,1
124364602,Новосибирск,580,1
132165819,Новосибирск,7940,1
132965183,Новосибирск,250,0
135688999,Новосибирск,430,0
137145445,Новосибирск,525,0
132977249,Новосибирск,770,0
125425186,Новосибирск,430,0
129919913,Новосибирск,288,1
135509163,Новосибирск,620,0
138443280,Новосибирск,2430,1
139894142,Новосибирск,1670,1
126075431,Новосибирск,288,1
142989252,Новосибирск,288,1
142983592,Новосибирск,3796,1
141439335,Новосибирск,430,0
137398641,Новосибирск,660,0
124060523,Новосибирск,11588,0
125869223,Новосибирск,320,0
135235727,Новосибирск,144,1
133788071,Новосибирск,430,0
139901268,Новосибирск,175,0
123752078,Новосибирск,430,0
131125273,Новосибирск,205,0
141337613,Новосибирск,1290,1
124026866,Новосибирск,785,0
124531154,Новосибирск,144,1
135042703,Новосибирск,175,0
125045090,Новосибирск,175,0
135145423,Новосибирск,1050,1
131656959,Новосибирск,1422,1
134475901,Новосибирск,320,0
134364055,Новосибирск,330,0
133411805,Новосибирск,5140,0
142911472,Новосибирск,270,1
134078255,Новосибирск,522,1
124609996,Новосибирск,3180,1
135201047,Новосибирск,590,0
123733261,Новосибирск,1745,0
141256259,Новосибирск,4675,1
141159863,Новосибирск,1338,1
141404579,Новосибирск,4072,0
124022209,Новосибирск,1800,1
141774641,Новосибирск,432,1
142597806,Новосибирск,410,0
135123795,Новосибирск,297,1
124701887,Новосибирск,288,1
128481477,Новосибирск,175,0
133535393,Новосибирск,625,0
136429577,Новосибирск,184,1
127932989,Новосибирск,193,1
143015366,Новосибирск,387,1
129353765,Новосибирск,184,1
141139825,Новосибирск,1260,1
137484993,Новосибирск,660,0
123820560,Новосибирск,387,1
127589455,Новосибирск,18615,1
135756071,Новосибирск,175,0
137025287,Новосибирск,4216,1
136083225,Новосибирск,505,0
123735551,Новосибирск,2405,1
132633668,Новосибирск,700,0
136767367,Новосибирск,144,1
140427629,Новосибирск,9284,0
136844079,Новосибирск,315,1
129078529,Новосибирск,175,0
135293799,Новосибирск,430,0
134329015,Новосибирск,472,1
142945042,Новосибирск,330,0
138491972,Новосибирск,157,1
132795404,Новосибирск,193,1
133128941,Новосибирск,320,0
129438389,Новосибирск,175,0
135217585,Новосибирск,175,0
134152721,Новосибирск,6520,0
134692941,Новосибирск,2255,0
132909445,Новосибирск,950,0
134763479,Новосибирск,2173,0
142231622,Новосибирск,2173,1
141411805,Новосибирск,660,1
134919125,Новосибирск,350,0
141230799,Новосибирск,2510,0
125132122,Новосибирск,740,0
123593593,Новосибирск,472,1
135908649,Новосибирск,369,1
142941946,Новосибирск,660,1
140351589,Новосибирск,330,0
139954630,Новосибирск,2270,1
135031385,Новосибирск,590,0
137370111,Новосибирск,1032,1
136160741,Новосибирск,297,1
141929345,Новосибирск,640,0
124922774,Новосибирск,350,0
123755675,Новосибирск,1476,1
137200233,Новосибирск,175,0
142584800,Новосибирск,320,0
137691467,Новосибирск,1050,0
137397857,Новосибирск,330,0
142418008,Новосибирск,1050,0
133610155,Новосибирск,1850,1
123668328,Новосибирск,215,0
143065668,Новосибирск,423,1
133893661,Новосибирск,660,1
137266483,Новосибирск,2590,0
142022176,Новосибирск,1134,1
136840463,Новосибирск,472,1
132488752,Новосибирск,184,1
134503975,Новосибирск,297,1
128046611,Новосибирск,175,0
142538810,Новосибирск,660,1
140177501,Новосибирск,2885,1
133695755,Новосибирск,175,0
123911972,Новосибирск,387,1
137443555,Новосибирск,430,0
133798737,Новосибирск,531,1
136538165,Новосибирск,175,0
133771253,Новосибирск,720,0
134490959,Новосибирск,1185,0
137303913,Новосибирск,175,0
141422273,Новосибирск,2678,1
132490026,Новосибирск,525,0
132085611,Новосибирск,157,1
135607549,Новосибирск,505,0
134107629,Новосибирск,4962,0
136647903,Новосибирск,250,0
124256482,Новосибирск,1370,0
142934030,Новосибирск,225,1
134253877,Новосибирск,175,0
134964939,Новосибирск,660,0
143070086,Новосибирск,150,0
138266325,Новосибирск,1464,1
134445455,Новосибирск,1320,0
137382103,Новосибирск,225,1
137423391,Новосибирск,160,0
136493769,Новосибирск,387,1
131849835,Новосибирск,780,0
133983933,Новосибирск,3796,1
131829519,Новосибирск,430,0
135547827,Новосибирск,840,1
134695155,Новосибирск,2910,1
124056185,Новосибирск,18103,0
134355065,Новосибирск,288,1
132069559,Новосибирск,1050,0
142964070,Новосибирск,541,1
133061999,Новосибирск,900,1
141325281,Новосибирск,430,0
138031475,Новосибирск,288,1
123775189,Новосибирск,525,0
141570655,Новосибирск,288,1
124031658,Новосибирск,157,1
143043844,Новосибирск,8969,0
136692607,Новосибирск,297,1
138795356,Новосибирск,1032,1
142603698,Новосибирск,6012,1
123749910,Новосибирск,3085,0
137193631,Новосибирск,1340,0
132759410,Новосибирск,4708,1
137218673,Новосибирск,6888,1
123539609,Новосибирск,1692,1
137313337,Новосибирск,270,1
143047502,Новосибирск,1332,1
132709038,Новосибирск,1332,1
134768943,Новосибирск,160,0
128089233,Новосибирск,288,1
137263555,Новосибирск,297,1
133447171,Новосибирск,157,1
137515949,Новосибирск,430,0
141931859,Новосибирск,1567,1
131822673,Новосибирск,320,0
140380005,Новосибирск,135,1
123651038,Новосибирск,1062,1
134557237,Новосибирск,172,0
125331350,Новосибирск,860,0
137938717,Новосибирск,600,0
132836081,Новосибирск,2815,0
128654491,Новосибирск,387,1
133762161,Новосибирск,157,1
140672023,Новосибирск,2870,0
131956997,Новосибирск,430,0
133960487,Новосибирск,3285,0
133166503,Новосибирск,157,1
126909787,Новосибирск,175,0
140034950,Новосибирск,5178,0
133389987,Новосибирск,175,0
134185783,Новосибирск,387,1
129804057,Новосибирск,320,0
134848479,Новосибирск,430,0
142659440,Новосибирск,351,1
127138599,Новосибирск,365,0
133443521,Новосибирск,160,0
135943559,Новосибирск,430,0
134130973,Новосибирск,454,1
140419587,Новосибирск,1570,1
141913481,Новосибирск,990,0
143049052,Новосибирск,7500,1
132199617,Новосибирск,720,0
142996522,Новосибирск,297,1
137832529,Новосибирск,986,0
133571313,Новосибирск,1745,0
134489021,Новосибирск,472,1
143051144,Новосибирск,297,1
133145453,Новосибирск,1680,1
132372274,Новосибирск,157,1
138047307,Новосибирск,350,0
124790476,Новосибирск,1308,1
126686561,Новосибирск,4708,0
135327095,Новосибирск,660,1
124041909,Новосибирск,369,1
137965517,Новосибирск,157,1
125865367,Новосибирск,645,0
140542483,Новосибирск,2605,1
134015175,Новосибирск,430,0
138214957,Новосибирск,297,1
126853911,Новосибирск,2655,1
140572539,Новосибирск,297,1
135509081,Новосибирск,405,1
139997332,Новосибирск,2599,1
134449851,Новосибирск,500,0
143057472,Новосибирск,144,1
130878461,Новосибирск,430,0
142306890,Новосибирск,865,0
136354745,Новосибирск,2850,1
142998510,Новосибирск,1165,0
142974788,Новосибирск,1578,1
128808611,Новосибирск,5125,1
124208426,Новосибирск,320,0
135147471,Новосибирск,3796,0
132156157,Новосибирск,288,1
134539803,Новосибирск,330,0
126515717,Новосибирск,5240,0
124691428,Новосибирск,5310,1
137154485,Новосибирск,157,1
140096298,Новосибирск,3530,0
123648340,Новосибирск,3090,1
142791860,Новосибирск,330,0
138289939,Новосибирск,4300,1
123847984,Новосибирск,590,0
138418624,Новосибирск,315,1
123930294,Новосибирск,875,0
132569406,Новосибирск,1062,1
133464811,Новосибирск,645,0
137093321,Новосибирск,885,0
141690213,Новосибирск,9605,0
132490132,Новосибирск,1246,0
135672691,Новосибирск,315,1
137609545,Новосибирск,144,1
140578927,Новосибирск,193,1
131577795,Новосибирск,144,1
129579419,Новосибирск,423,1
132492134,Новосибирск,315,1
142359332,Новосибирск,315,1
135094443,Новосибирск,4927,0
128583867,Новосибирск,1092,1
135422219,Новосибирск,1275,0
136924951,Новосибирск,330,0
137601613,Новосибирск,860,0
132884321,Новосибирск,160,0
142609922,Новосибирск,660,0
141800635,Новосибирск,600,0
137686581,Новосибирск,157,1
133846471,Новосибирск,250,0
132838271,Новосибирск,315,1
134862927,Новосибирск,225,1
128614691,Новосибирск,350,0
137018405,Новосибирск,157,1
125086552,Новосибирск,405,1
126791327,Новосибирск,885,0
136687551,Новосибирск,193,1
141227213,Новосибирск,160,0
143005284,Новосибирск,1010,0
133869209,Новосибирск,350,0
140250467,Новосибирск,144,1
134317997,Новосибирск,205,0
125370226,Новосибирск,144,1
137380029,Новосибирск,330,0
142672812,Новосибирск,472,1
134327157,Новосибирск,330,0
142923234,Новосибирск,3041,1
142915302,Новосибирск,660,1
133455263,Новосибирск,1680,0
135109621,Новосибирск,157,1
138099691,Новосибирск,157,1
124759660,Новосибирск,450,0
142674782,Новосибирск,8170,1
135377341,Новосибирск,900,0
142058930,Новосибирск,1745,1
135128687,Новосибирск,157,1
133346901,Новосибирск,660,0
138407078,Новосибирск,250,0
132914971,Новосибирск,1075,0
142964222,Новосибирск,315,1
133811459,Новосибирск,330,0
134597451,Новосибирск,288,1
143115454,Новосибирск,330,0
127429237,Новосибирск,4830,0
133865925,Новосибирск,500,0
133973331,Новосибирск,315,1
140128990,Новосибирск,144,1
133601003,Новосибирск,2599,1
136967369,Новосибирск,330,0
126569111,Новосибирск,900,1
126018437,Новосибирск,350,0
124289296,Новосибирск,6195,0
137313065,Новосибирск,430,0
142958216,Новосибирск,350,0
139976702,Новосибирск,350,0
128920273,Новосибирск,4160,1
142657340,Новосибирск,5000,1
142675158,Новосибирск,1434,1
135798567,Новосибирск,1032,1
137039325,Новосибирск,2173,0
141475747,Новосибирск,940,0
140261549,Новосибирск,144,1
133127971,Новосибирск,1770,1
133538837,Новосибирск,330,0
126093109,Новосибирск,800,0
141485587,Новосибирск,885,0
134411731,Новосибирск,525,0
132621936,Новосибирск,505,0
137839761,Новосибирск,2889,0
123723562,Новосибирск,1100,0
143001472,Новосибирск,144,1
130486621,Новосибирск,297,1
141662761,Новосибирск,175,0
132631942,Новосибирск,2175,1
140728919,Новосибирск,920,0
123485739,Новосибирск,309,1
133103423,Новосибирск,175,0
133715853,Новосибирск,193,1
141494739,Новосибирск,225,1
128677877,Новосибирск,472,1
143014554,Новосибирск,1825,0
139856522,Новосибирск,5541,0
142700876,Новосибирск,184,1
137739683,Новосибирск,297,1
133877179,Новосибирск,1446,1
135964309,Новосибирск,160,0
142328824,Новосибирск,454,1
134672711,Новосибирск,2589,1
135726159,Новосибирск,430,0
142339948,Новосибирск,7960,0
133354163,Новосибирск,942,1
134085533,Новосибирск,472,1
142987476,Новосибирск,297,1
134475357,Новосибирск,3360,1
134809425,Новосибирск,22074,1
136065161,Новосибирск,175,0
141525025,Новосибирск,454,1
142355114,Новосибирск,1115,0
136294371,Новосибирск,4485,0
132527086,Новосибирск,2125,0
141698733,Новосибирск,525,0
142268202,Новосибирск,144,1
134550493,Новосибирск,860,0
131838657,Новосибирск,595,0
132197003,Новосибирск,2599,0
136352911,Новосибирск,2589,1
124818074,Новосибирск,25603,1
137760997,Новосибирск,320,0
124081902,Новосибирск,9630,0
142992052,Новосибирск,2611,1
126597495,Новосибирск,175,0
140162945,Новосибирск,7500,1
141585557,Новосибирск,350,0
133937773,Новосибирск,1596,1
137386433,Новосибирск,160,0
134327071,Новосибирск,5382,1
124305914,Новосибирск,344,0
137107205,Новосибирск,4708,0
126350309,Новосибирск,885,0
134955539,Новосибирск,505,0
123523236,Новосибирск,3880,0
123468705,Новосибирск,924,1
142485728,Новосибирск,590,0
132069475,Новосибирск,4172,1
135792219,Новосибирск,1062,1
134498277,Новосибирск,288,1
126384131,Новосибирск,175,0
137553915,Новосибирск,1045,0
141355849,Новосибирск,660,1
133388799,Новосибирск,2919,0
140112870,Новосибирск,315,1
136373833,Новосибирск,4346,1
138730362,Новосибирск,160,0
135533271,Новосибирск,1776,1
124548501,Новосибирск,330,0
140071214,Новосибирск,825,1
136590069,Новосибирск,505,0
140718539,Новосибирск,193,1
141494687,Новосибирск,172,0
